Team,Player Name,Full Name,Born,Current Age,Batting Style,Bowling Style,Profile,Batting_Test_matches,Batting_Test_Innings,Batting_Test_Runs,Batting_Test_Avg,Batting_ODI_Matches,Batting_ODI_Innings,Batting_ODI_Runs,Batting_ODI_Highest,Batting_ODI_Avg,Batting_TESTs_Highest,Batting_T20I_Matches,Batting_T20I_Innings,Batting_T20I_runs,Batting_T20I_Highest,Batting_T20I_Avg,Batting_T20_Matches,Batting_T20_Innings,Batting_T20_Runs,Batting_T20_Highest,Batting_T20_average,Test_Debut,ODI_Debut,T20 Debut,Image URL-src,T20I_Debut
Pakistan,Rahat Ali,Rahat Ali,"September 12, 1988, Multan, Punjab",26 years 78 days,Right-hand bat,Left-arm fast-medium,"Rahat Ali bowls with a side-on action and is capable of maintaining speeds around the 140 kph mark, but he insists his focus is more on swing. A left-arm fast bowler, he took to serious cricket during his first year of college, playing for Multan Cricket Club. He made his debut in 2007-08 for Multan, before shifting to Sui Northern Gas Pipelines Limited the following season. He was in sparking form for Khan Research Laboratories and Baluchistan in 2011-12, taking a total of 61 first-class wickets. It earned him a call-up to the Pakistan one-day squad for the tour of Sri Lanka in 2012, and a Test debut against South Africa in Johannesburg the next year.
ESPNcricinfo staff",10,13,86,12.28,1,1,0,0*,-,NA,54,64,233,NA,6.29,NA,NA,NA,NA,NA,"South Africa v Pakistan at Johannesburg, Feb 1-4, 2013 scorecard",NA,"Multan Tigers v Quetta Bears at Lahore, Dec 1, 2012 scorecard",http://www.espncricinfo.com/inline/content/image/566983.html?alt=1,NA
Pakistan,Azhar Ali,Azhar Ali,"February 19, 1985, Lahore, Punjab",29 years 283 days,Right-hand bat,Legbreak,"An opening batsman by trade, Azhar has worked his way steadily up Pakistan's domestic scene since 2006. That was the season he began opening regularly for Khan Research Laboratories, a move that fetched him two hundreds and two fifties in five matches, and he hasn't looked back. In four seasons since, he's been averaging 40-plus with 11 hundreds, commendable figures in a country where opening is a modern-day curse.",38,72,2806,41.88,14,14,452,96,41.09,157,115,198,6620,157,36.77,NA,NA,NA,NA,NA,"Australia v Pakistan at Lord's, Jul 13-16, 2010 scorecard","Ireland v Pakistan at Belfast, May 30, 2011 scorecard","Abbottabad Rhinos v Islamabad Leopards at Karachi, Feb 24, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/470576.html?alt=1,NA
Pakistan,Mohammad Irfan,Mohammad Irfan,"June 6, 1982, Gaggu Mandi, Punjab",32 years 176 days,Right-hand bat,Left-arm fast,"Confusion remains over Mohammad Irfan's actual height - the PCB has variously measured him at 6'8"", 6'10"" and 7'1"". If he is indeed 7'1"", he could be the tallest cricketer around, surpassing his idol Joel Garner. Irfan is a product of rural Pakistan, hailing from the eastern Pakistan town of Gaggu Mandi, which produced another tall former Pakistan quick, Mohammad Zahid. The lack of opportunities in his home town forced him to quit playing cricket and seek full-time employment to support his family. He was working in a plastic pipe factory and playing club cricket before Aaqib Javed had summoned him to the National Cricket Academy in Lahore. Aaqib was enthused by what he saw and soon after, he was playing first-class cricket for Khan Research Laboratories. He took nine wickets in his second game and ended the season with an impressive 43 wickets in ten games. He came close to national selection when he was named as a replacement for one of the injured seamers for the 2010 World Twenty20, but his name was withdrawn.",4,7,28,5.6,33,20,39,12,4.33,14,8,2,3,NA,-,32,7,24,8,8,"South Africa v Pakistan at Cape Town, Feb 14-17, 2013 scorecard","England v Pakistan at Chester-le-Street, Sep 10, 2010 scorecard","Multan Tigers v Peshawar Panthers at Karachi, Feb 28, 2010 scorecard",http://www.espncricinfo.com/inline/content/image/800279.html?alt=3,"India v Pakistan at Bangalore, Dec 25, 2012 scorecard"
Pakistan,Yasir Shah,Yasir Shah,"May 2, 1986, Swabi, North-West Frontier Province (now Khyber Pakhtunkhwa)",28 years 211 days,Right-hand bat,Legbreak,"A legspinner who also bats a bit, Yasir Shah made his first-class debut when not yet 16, but had to wait more than nine years before playing his first international for Pakistan, an ODI against Zimbabwe in 2011. Yasir had a pretty good first-class season in 2010-11, taking 16 wickets in four games in the Pentangular Cup, and 13 from four in the Quaid-e-Azam Trophy. He also took 3 for 29 for Pakistan A in an unofficial ODI against Afghanistan in May 2011. However, when he was called up for his ODI debut, Yasir had played only 25 List A games in nine seasons of domestic cricket.
ESPNcricinfo staff",4,3,5,2.5,1,-,-,-,-,2,2,1,11,NA,-,46,27,257,28,12.85,"Australia v Pakistan at Dubai (DSC), Oct 22-26, 2014 scorecard",NA,"Abbottabad Rhinos v Faisalabad Wolves at Lahore, Oct 4, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/548936.html?alt=5,"Zimbabwe v Pakistan at Harare, Sep 16, 2011 scorecard"
Pakistan,Ahmed Shehzad,Ahmed Shehzad,"November 23, 1991, Lahore, Punjab",23 years 6 days,Opening batsman,Right-hand bat,"Ahmed Shehzad aims to be an aggressive batsman like Ricky Ponting, and he is well on his way if his top-order performances for Pakistan Under-19s are any indication. Shehzad made his first-class debut in January 2007, just two months after his 15th birthday, and has since established himself as an opening batsman for the U-19 team. His 167 in the same year helped Pakistan chase down a stiff 342 in the first Youth Test against England in Derby. He backed that up with impressive performances at home, scoring 315 runs - with a highest of 105 - as Australia Under-19s were thrashed 5-0. Another century followed in the Youth Test against Bangladesh, and he carried that form into the triangular tournament in Sri Lanka in 2008, which Pakistan won. He made it to the Pakistan Test squad for the home series against Sri Lanka the following year despite not being in the probables. A century in the tour game against the visitors changed his fortunes. He returned to the Under-19 circuit to represent Pakistan in the World Cup in New Zealand.
ESPNcricinfo staff",8,15,718,47.86,51,51,1720,124,34.4,176,27,27,676,NA,27.04,97,97,2770,NA,30.1,"Pakistan v Sri Lanka at Abu Dhabi, Dec 31, 2013 - Jan 4, 2014 scorecard","Australia v Pakistan at Dubai (DSC), Apr 24, 2009 scorecard","Lahore Lions v Quetta Bears at Lahore, Oct 4, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/501308.html?alt=1,"Australia v Pakistan at Dubai (DSC), May 7, 2009 scorecard"
Pakistan,Junaid Khan,Mohammad Junaid Khan,"December 24, 1989, Matra, North-West Frontier Province",24 years 340 days,Bowler,Right-hand bat,"At U-19 level Junaid Khan was among of a crop of the most promising young fast bowlers in recent years, alongside Mohammad Amir. Good pace and better stamina and an ability to move the ball around if the conditions are right, Khan finally made it to national contention when he was called up for Pakistan's 2011 World Cup squad as a late replacement for Sohail Tanvir. His Test debut, against Zimbabwe in 2011, was uneventful, but in his second Test he showed his class with a five-wicket haul against Sri Lanka on a flat surface in Abu Dhabi.",18,24,111,6.93,48,20,51,25,5.1,17,9,2,3,NA,-,55,18,79,NA,9.87,"Zimbabwe v Pakistan at Bulawayo, Sep 1-5, 2011 scorecard","West Indies v Pakistan at Gros Islet, Apr 23, 2011 scorecard","Abbottabad Rhinos v Lahore Eagles at Karachi, Dec 21, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/800249.html?alt=3,"West Indies v Pakistan at Gros Islet, Apr 21, 2011 scorecard"
Pakistan,Imran Khan,Mohammad Imran Khan,"July 15, 1987, Lower Dir, North-West Frontier Province (now Khyber Pakhtunkhwa)",27 years 137 days,Right-hand bat,Right-arm medium-fast,"A right-arm fast bowler from Peshawar, Imran Khan made his Test debut against Australia in October 2014 at the age of 27. The promotion to the national team was just reward for extremely consistent domestic performances in the three previous seasons: in 2011-12 he took 61 wickets at 19,70, the next season he took 57 at 21.52, and in 2013-14 he grabbed 52 wickets at 20.73. In his second Test, against Australia in Abu Dhabi, he took 3 for 60, dismissing Chris Rogers, Michael Clarke and Mitchell Marsh.
ESPNcricinfo staff",3,1,0,-,68,99,494,27*,7.84,NA,32,21,112,NA,9.33,NA,NA,NA,NA,NA,"Australia v Pakistan at Dubai (DSC), Oct 22-26, 2014 scorecard",NA,"Hyderabad Hawks v Peshawar Panthers at Lahore, May 26, 2009 scorecard",,NA
Pakistan,Mohammad Talha,Mohammad Talha,"October 15, 1988, Faisalabad, Punjab",26 years 45 days,Right-hand bat,Right-arm medium-fast,"Mohammad Talha should not be judged by the lack of muscle on a body more thin than lean; that very body produces some discomfiting, skiddy pace, particularly after the ball has landed. He is young still but has, over the 2007, announced himself as a man with serious credentials for the national side. Talha first came to prominence in 2005, during the Afro-Asia U-19 Cup in Visakhapatnam for Pakistan. Wickets weren't immediate but something about him impressed the establishment and he has since worked extensively with Aaqib Javed, who was impressed first at the National Cricket Academy and then as coach of a Pakistan Academy side touring Zimbabwe and Kenya in August-September 2008. His start in first-class cricket was impressive; he starred in Punjab Stallions' run to the Pentangular ODI Cup in December 2008 and a series of consistent performances in the domestic circuit eventually won him a Test cap against Sri Lanka in Lahore in March 2009 .
Cricinfo Staff March 2009",3,3,15,7.5,3,1,0,0,0,NA,71,86,805,56,11.18,NA,NA,NA,NA,NA,"Pakistan v Sri Lanka at Lahore, Mar 1-5, 2009 scorecard","India v Pakistan at Dhaka, Mar 2, 2014 scorecard","Abbottabad Rhinos v Faisalabad Wolves at Lahore, Oct 4, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/728235.html,NA
Pakistan,Awais Zia,Awais Zia,"September 1, 1986, Bhown, Chakwal, Punjab",28 years 89 days,Left-hand bat,Right-arm offbreak,"A middle-order batsman in the first-class format and also an opener in Twenty20 cricket, Awais Zia won a call-up to the national side for the first time in 2012, when he was picked in the T20 squad for the series against England in the UAE. By then, Zia had already spent four years on the domestic circuit and was with Rawalpindi at the time of selection. His T20 team, Rawalpindi Rams, made it to the final of the Faysal Bank T-20 Cup in 2011 and Awais delivered a fitting start to their chase of 181 - it ended in a 10-run defeat, but Awais smashed 32 in just 13 balls while opening the batting. That potential to make an impact at the top of the order won him his first international stint. 
ESPNcricinfo staff, February 2012",4,4,50,12.5,59,101,3766,232,40.06,23,36,32,844,119,26.37,NA,NA,NA,NA,NA,NA,NA,"Rawalpindi Rams v Quetta Bears at Lahore, Oct 5, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/787493.html?alt=1,"England v Pakistan at Dubai (DSC), Feb 23, 2012 scorecard"
Pakistan,Wahab Riaz,Wahab Riaz,"June 28, 1985, Lahore, Punjab",29 years 154 days,Vicky,Bowler,"Wahab Riaz, a left-arm fast bowler, has the pace to trouble the best, but hasn't always combined it with consistency. He has benefited from Pakistan's chronic poor luck with fast bowlers: with Shoaib Akhtar and Mohammad Asif missing more than they play and Umar Gul injury-prone, Riaz came into national reckoning earlier than he might have reasonably expected. Since then he has had some good moments in international cricket, but consistency hasn't been his strongest suit.",8,11,91,11.37,44,33,303,47*,11.65,27,7,5,70,NA,23.33,84,48,414,NA,13.35,"England v Pakistan at The Oval, Aug 18-21, 2010 scorecard","Pakistan v Zimbabwe at Sheikhupura, Feb 2, 2008 scorecard","Hyderabad Hawks v Peshawar Panthers at Lahore, Apr 25, 2005 scorecard",http://www.espncricinfo.com/inline/content/image/800217.html?alt=3,"Pakistan v Bangladesh at Karachi, Apr 20, 2008 scorecard"
Pakistan,Zulfiqar Babar,Zulfiqar Babar,"December 10, 1978, Okara, Punjab",35 years 354 days,Right-hand bat,Slow left-arm orthodox,"A left-arm spinner with plenty of experience, Zulfiqar Babar had to wait more than ten years since his first-class debut to finally get a Test match. When he finally played against South Africa in the Test series in the UAE in 2013, he had already taken 309 first-class wickets at an average of 20.36.",6,4,39,19.5,3,3,32,14*,32,NA,7,3,27,NA,-,48,22,110,20,12.22,"Pakistan v South Africa at Abu Dhabi, Oct 14-17, 2013 scorecard","Australia v Pakistan at Sharjah, Oct 7, 2014 scorecard","Multan Tigers v Peshawar Panthers at Karachi, Feb 28, 2010 scorecard",http://www.espncricinfo.com/inline/content/image/656549.html?alt=1,"West Indies v Pakistan at Kingstown, Jul 27, 2013 scorecard"
Pakistan,Sohaib Maqsood,Sohaib Maqsood,"April 15, 1987, Multan, Punjab",27 years 228 days,Right-hand bat,Right-arm offbreak,"Pakistan expects big things from Sohaib Maqsood, who shares his city of birth with Inzamam-ul-Haq (both were born in Multan), and is only the fifth Pakistan batsman to score fifties in his first two ODI innings. He made his international debut in 2013, but those who've seen him bat reckon he could have played for Pakistan much earlier had it not been for a spate of injuries.",18,18,572,35.75,14,12,145,37,14.5,NA,44,71,2769,182,42.6,NA,NA,NA,NA,NA,NA,"Pakistan v South Africa at Abu Dhabi, Nov 8, 2013 scorecard","Multan Tigers v Sialkot Stallions at Lahore, Apr 27, 2005 scorecard",http://www.espncricinfo.com/inline/content/image/690839.html?alt=1,"Zimbabwe v Pakistan at Harare, Aug 23, 2013 scorecard"
Pakistan,Misbah-ul-Haq,Misbah-ul-Haq Khan Niazi,"May 28, 1974, Mianwali, Punjab",40 years 185 days,Middle-order batsman,Right-hand bat,"The most remarkable aspect about Misbah-ul-Haq is his unflappable temperament. It shows in his batting, which reached unprecedented levels of consistency in 2011, and in his captaincy, which helped lift Pakistan from the depths of the spot-fixing saga in England in 2010. Taking over as leader immediately after that episode at the age of 36, Misbah's calm approach was exactly what Pakistan cricket needed after the tumultuous period it had gone through.",52,90,3686,49.81,151,138,4609,96*,43.07,NA,39,34,788,NA,37.52,113,100,2536,NA,35.71,"New Zealand v Pakistan at Auckland, Mar 8-12, 2001 scorecard","Pakistan v New Zealand at Lahore, Apr 27, 2002 scorecard","Faisalabad Wolves v Peshawar Panthers at Karachi, Feb 24, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/800207.html?alt=3,"Bangladesh v Pakistan at Nairobi (Gym), Sep 2, 2007 scorecard"
Pakistan,Anwar Ali,Anwar Ali,"November 25, 1987, Karachi, Sind",27 years 4 days,Right-hand bat,Right-arm medium-fast,"Hailing from a humble background, Anwar Ali once showed up at the National Cricket Academy nets with a pair of worn-out shoes. It was Aaqib Javed who took him under his wing and helped provide proper spikes and other cricket equipment to him. Anwar is a fast bowler out of the typical Pakistani mould, capable of swinging the ball, both old and new, at decent pace. He gave the world a brief glimpse of his talents with a destructive display in the 2006 Under-19 World Cup final against India, in Colombo, when his 5 for 35 spearheaded Pakistan's 38-run win. His early efforts in first-class cricket also brought some success and not only with the ball as an unbeaten century showed that he is more than able to contribute down the order. He was pushed a closer to a full international opportunity shortly after his 20th birthday (belated compared to some Pakistan players) when he was named in a training squad ahead of the one-day series against Zimbabwe early in 2008. An impressive tour of Zimbabwe and Kenya with the Academy team - he took 29 wickets at 16.31 - earned him a spot in Pakistan's squad for the four-nation Twenty20 tournament in Canada in October.
Andrew McGlashan",7,7,135,27,5,2,15,10*,15,NA,80,109,1817,NA,20.88,NA,NA,NA,NA,NA,NA,"South Africa v Pakistan at Cape Town, Nov 24, 2013 scorecard","Karachi Zebras v Faisalabad Wolves at Karachi, Feb 26, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/419044.html,"Pakistan v Zimbabwe at King City (NW), Oct 12, 2008 scorecard"
Sri Lanka,N Pradeep,Aththachchi Nuwan Pradeep Roshan Fernando,"October 19, 1986, Negombo",28 years 41 days,Sirasa,Bowler,"Fast bowler Nuwan Pradeep didn't play with a cricket ball till he was 20 but less than three years later he was in Sri Lanka's Test squad. He won a pace contest in 2007, impressing the talent scouts in a soft-ball event, and was sent straight to Sri Lanka Cricket's academy. He follows in the Sri Lankan tradition of maverick bowlers with unconventional actions. Like Lasith Malinga, he has a slinging action and has troubled many batsmen in domestic cricket with his pace, generated from a long run-up. Pradeep toured Sri Lanka A to Australia in 2010, where he was among the quickest bowlers from both sides though he didn't bag many wickets. Less than a month later, he was rewarded with a call-up to the national squad for the second Test against India.
Cricinfo Staff July 2010",8,12,52,5.77,2,1,0,0*,-,NA,58,70,228,NA,5.7,NA,NA,NA,NA,NA,"Pakistan v Sri Lanka at Abu Dhabi, Oct 18-22, 2011 scorecard","Sri Lanka v India at Colombo (RPS), Jul 31, 2012 scorecard","Ruhuna v Basnahira North at Colombo (Moors), Mar 26, 2009 scorecard",http://www.espncricinfo.com/inline/content/image/751941.html?alt=1,NA
Sri Lanka,RAS Lakmal,Ranasinghe Arachchige Suranga Lakmal,"March 10, 1987, Matara",27 years 264 days,Bowler,Right-hand bat,"A right-arm fast bowler, Suranga Lakmal was first spotted by Sri Lanka Cricket's fast bowling coaches while still a student at Debarawewa Central. They closely monitored his progress to Richmond College and then to the Tamil Union team whom he represents in domestic cricket. What impressed the coaches about Lakmal was his height and ability to get bounce and swing at a tender age. Despite his natural ability, Lakmal had one big deficiency in that he lacked the stamina to bowl long spells and on occasions he did, he regularly fell ill. The lack of nutrition was quite common with fast bowlers coming from outside Colombo and soon after Lakmal was inducted into the academy, the coaches worked on developing his stamina. Good performances with Sri Lanka A saw him break into the national ODI side. He was one of three players marked for the future by Chandika Hathurusingha in 2008 when he coached the A side. 
 Sa'adi Thawfeeq January 2010",21,28,115,6.76,27,12,9,4*,2.25,18,4,-,-,-,-,28,9,31,NA,7.75,"Sri Lanka v West Indies at Colombo (RPS), Nov 23-27, 2010 scorecard","India v Sri Lanka at Nagpur, Dec 18, 2009 scorecard","Basnahira South v Wayamba at Colombo (Colts), Apr 23, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/728829.html,"England v Sri Lanka at Bristol, Jun 25, 2011 scorecard"
Sri Lanka,LD Chandimal,Lokuge Dinesh Chandimal,"November 18, 1989, Balapitiya",25 years 11 days,Wicketkeeper batsman,Right-hand bat,"Dinesh Chandimal is among the most promising young batsman going around in Sri Lankan cricket. A technically sound batsman with strokes all around the wicket, Chandimal also stands out because of the maturity he shows at the crease and his temperament to build and pace an innings.",14,24,934,44.47,87,79,1962,111,29.28,NA,27,21,273,56,13,68,59,1493,NA,28.16,"South Africa v Sri Lanka at Durban, Dec 26-29, 2011 scorecard","Zimbabwe v Sri Lanka at Bulawayo, Jun 1, 2010 scorecard","Basnahira South v Schools Invitation XI at Colombo (Burgher), Apr 17, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/800385.html?alt=3,"New Zealand v Sri Lanka at Providence, Apr 30, 2010 scorecard"
Sri Lanka,HDRL Thirimanne,Hettige Don Rumesh Lahiru Thirimanne,"September 8, 1989, Moratuwa",25 years 82 days,Batsman,Left-hand bat,"An unflappable young talent with a killer cover drive, Lahiru Thirimanne came to the international landscape highly regarded by Sri Lanka's cricket elite, with Aravinda de Silva most notably among his champions. An opener by reputation, Thirimanne made his debut in early 2010 and earnt sporadic places in the national side over the next two years, but it was not until he was moved to the middle order in 2012 that he unearthed the consistency that would make him a regular at the top level.",14,28,610,25.41,75,59,1634,102*,30.83,NA,22,16,277,44,19.78,54,44,850,70,22.97,"England v Sri Lanka at Southampton, Jun 16-20, 2011 scorecard","India v Sri Lanka at Dhaka, Jan 5, 2010 scorecard","Wayamba v Basnahira South at Colombo (SSC), Mar 25, 2009 scorecard",http://www.espncricinfo.com/inline/content/image/800383.html?alt=3,"Sri Lanka v Pakistan at Hambantota, Jun 1, 2012 scorecard"
Sri Lanka,FDM Karunaratne,Frank Dimuth Madushanka Karunaratne,"April 21, 1988, Colombo",26 years 222 days,Opening batsman,Left-hand bat,"Dimuth Karunaratne is a solid left-hand opening batsman, and another alumnus of the St Joseph's College side that produced Angelo Mathews and Thisara Perera, whom he also played with in the Sri Lanka Under-19 side. Karunaratne made his first class debut for Sinhalese Sports Club (SSC) in 2008, but had a quiet first season, batting largely in the middle order.",13,25,701,30.47,6,6,84,60,16.8,85,84,136,5803,NA,46.79,NA,NA,NA,NA,NA,"Sri Lanka v New Zealand at Galle, Nov 17-19, 2012 scorecard","England v Sri Lanka at Manchester, Jul 9, 2011 scorecard","Sri Lanka A v Ireland at Colombo (SSC), Feb 4, 2010 scorecard",https://t.mookie1.com/t/v1/imp?migAgencyId=111&migSource=adsrv2&migRandom=199474807&migTrackDataExt=2356384;112433922;285556685;0&migTrackFmtExt=client;io;ad;crtv&migUnencodedDest=https://ad.doubleclick.net/ad/N5875.456584.XAXIS.COM/B8310655.112433922;sz=1x1;ord=199474807?,NA
Sri Lanka,BMAJ Mendis,Balapuwaduge Manukulasuriya Amith Jeevan Mendis,"January 15, 1983, Colombo",31 years 318 days,Allrounder,Left-hand bat,"Jeewan Mendis comes from a cricketing family, with his father Jagath and brother Tharindu also playing for his school, St Thomas' College. As a youth cricketer, Jeewan won several prestigious awards, including the Schoolboy Cricketer of the Year in 2001, the Man-of-the-Tournament awards in the Under-17 Asia Cup in Pakistan and the 2001 U-19 World Cup in New Zealand, where he bowled a record-breaking spell of 7 for 19 against Zimbabwe. However, during his six years for SSC, he hardly got an
opportunity to bowl his legspinners, but his move to Tamil Union in 2008-09 opened the doors for him to display his all-round talent.",41,30,498,21.65,16,12,197,43*,21.88,72,121,189,5823,NA,35.72,NA,NA,NA,NA,NA,NA,"Zimbabwe v Sri Lanka at Bulawayo, Jun 1, 2010 scorecard","Burgher Recreation Club v Sinhalese Sports Club at Colombo (NCC), Aug 17, 2004 scorecard",http://www.espncricinfo.com/inline/content/image/800413.html?alt=3,"England v Sri Lanka at Bristol, Jun 25, 2011 scorecard"
Sri Lanka,UWMBCA Welegedara,Uda Walawwe Mahim Bandaralage Chanaka Asanga Welegedara,"March 20, 1981, Matale",33 years 254 days,Bowler,Right-hand bat,"Welegedara was a late starter to cricket. He learnt to play the game for St. Thomas' College in Matale at the age of 17, but he made rapid progress performing in provincial matches. When he came to Colombo he was selected as one of 15 probables by Daryl Foster, the Australian fast bowling coach, for the Sri Lanka Pace Academy headed by former Sri Lanka fast bowler Rumesh Ratnayake in 2000. Soon afterwards he was sent to the MRF Pace Academy in Chennai to further develop his skills. Playing for Moors SC since 2002 he bowled his club to the Premier league title in 2002-03 capturing 34 wickets (avg. 24.14) in 13 matches. But his career-best performance came the following season when he took a match haul of nine wickets against Colombo Cricket Club to steer Moors to a comprehensive ten-wicket win. He took the majority of his wickets bowling inswing and trapping the batsmen leg before. Welegedera toured Sharjah with the Sri Lanka Academy side and took seven wickets against UAE, which earned him selection for Sri Lanka A. But he suffered an ankle injury and had to be operated in Australia. The injury kept him out of cricket for 1 �_ years, but his Test debut finally arrived against England, in Galle, during the 2007-08 series.",21,30,218,9.08,10,3,4,2*,4,48,2,1,2,NA,-,32,13,54,NA,13.5,"Sri Lanka v England at Galle, Dec 18-22, 2007 scorecard","India v Sri Lanka at Rajkot, Dec 15, 2009 scorecard","Moors Sports Club v Ragama Cricket Club at Colombo (NCC), Aug 17, 2004 scorecard",http://www.espncricinfo.com/inline/content/image/751963.html?alt=1,"New Zealand v Sri Lanka at Providence, Apr 30, 2010 scorecard"
Sri Lanka,PLS Gamage,Panagamuwa Lahiru Sampath Gamage,"April 5, 1988, Maradana",26 years 238 days,Lahiru Sampath,Naya,NA,4,2,0,-,44,60,328,26,9.11,NA,38,21,63,18,5.72,NA,NA,NA,NA,NA,NA,"India v Sri Lanka at Cuttack, Nov 2, 2014 scorecard",NA,http://www.espncricinfo.com/inline/content/image/342886.html,NA
Sri Lanka,AD Mathews,Angelo Davis Mathews,"June 2, 1987, Colombo",27 years 180 days,Allrounder,Right-hand bat,"A robust batting technique, nagging consistency with the ball, and athleticism in the field, all set off by an imperturbable temperament, have made Angelo Mathews one of Sri Lanka's most prized assets and a figure on which the team hangs many hopes. He has risen quickly since earning wide acclaim with an acrobatic save in the 2009 World Twenty20, and in February 2013, became Sri Lanka's youngest ever Test captain at 25, after having been groomed for the post for two years.",44,74,3054,52.65,140,117,3385,139*,40.78,160,54,40,674,58,24.96,119,99,1820,NA,25.27,"Sri Lanka v Pakistan at Galle, Jul 4-7, 2009 scorecard","Zimbabwe v Sri Lanka at Harare, Nov 28, 2008 scorecard","Chilaw Marians Cricket Club v Colts Cricket Club at Colombo (Bloomfield), Feb 28, 2007 scorecard",http://www.espncricinfo.com/inline/content/image/800393.html?alt=3,"Australia v Sri Lanka at Nottingham, Jun 8, 2009 scorecard"
Sri Lanka,SMA Priyanjan,Subasinghe Mudiyanselage Ashan Priyanjan,"August 14, 1989, Colombo",25 years 107 days,Allrounder,Right-hand bat,"A busy middle-order batsman, packing a punch off the back foot, Ashan Priyanjan has been among the steady young risers in Sri Lankan cricket. Priyanjan captained Sri Lanka's under-19 team in the 2008 youth World Cup, and has since made himself a Sri Lanka A regular, through improving performances for Bloomfield, Tamil Union, and most recently, Ports Authority Cricket Club.",21,19,402,23.64,63,101,3404,235,37.82,74,100,94,2588,NA,30.8,NA,NA,NA,NA,NA,NA,"Pakistan v Sri Lanka at Abu Dhabi, Dec 25, 2013 scorecard","Kandurata v Ruhuna at Colombo (Colts), Apr 17, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/393599.html,NA
Sri Lanka,HMRKB Herath,Herath Mudiyanselage Rangana Keerthi Bandara Herath,"March 19, 1978, Kurunegala",36 years 255 days,Bowler,Left-hand bat,"Rangana Herath is an orthodox left-arm spinner who has taken over from Muttiah Muralitharan as Sri Lanka's main wicket-taking bowler in Tests. As a left-arm spinner, his strengths are his accuracy and his ability to bowl long spells, but to that he has added a 'mystery' ball, a delivery that is quicker and darts back into the right-hander.",57,81,851,13.5,62,26,124,17*,9.53,NA,9,3,2,NA,-,42,22,69,9,4.6,"Sri Lanka v Australia at Galle, Sep 22-26, 1999 scorecard","Zimbabwe v Sri Lanka at Harare, Apr 25, 2004 scorecard","Moors Sports Club v Ragama Cricket Club at Colombo (NCC), Aug 17, 2004 scorecard",http://www.espncricinfo.com/inline/content/image/800433.html?alt=3,"Sri Lanka v Australia at Pallekele, Aug 6, 2011 scorecard"
Sri Lanka,SMSM Senanayake,Senanayake Mudiyanselage Sachithra Madhushanka Senanayake,"February 9, 1985, Colombo",29 years 293 days,Allrounder,Right-hand bat,"Sachithra Senanayake is an offspinner who made his international debut for Sri Lanka in the fourth ODI in the series against South Africa in 2011-12. At the time of making his international debut, Senanayake had already taken 297 first-class wickets from 59 matches at a fantastic average of 20.50, and 107 List A wickets at an economy rate of 3.90. In the 2010-11 season, he was the fourth-highest wicket-taker in Tier A of the Premier League tournament, taking 45 wickets in eight matches at 15.17. He has also shown that he can handle the pressure of limited-over matches: in the 2011-12 Premier Limited-Over tournament, Sri Lanka's main one-day competition, he was the highest wicket-taker with 16 in six games at 11.18.",1,1,5,5,37,26,265,42,15.58,5,17,7,32,17,10.66,62,27,118,17,7.86,NA,"South Africa v Sri Lanka at Kimberley, Jan 20, 2012 scorecard","Sinhalese Sports Club v Ragama Cricket Club at Colombo (CCC), Mar 1, 2007 scorecard",http://www.espncricinfo.com/inline/content/image/638735.html?alt=1,"Sri Lanka v Pakistan at Hambantota, Jun 1, 2012 scorecard"
Sri Lanka,JK Silva,Jayan Kaushal Silva,"May 27, 1986, Colombo",28 years 186 days,Wicketkeeper batsman,Right-hand bat,"A collected right-hand batsman with a firm technique, Kaushal Silva churned out hundred after hundred in first-class cricket until the sheer volume in his output could no longer be ignored by the national selectors. His erstwhile omission had largely been because of the surfeit of wicketkeepers in Sri Lanka's Test squad. He had perhaps made enough runs to vindicate place on his batting alone, but the nuances of balancing a side and the quest to groom young batsmen for the future had kept a Test spot out of reach.",14,26,954,36.69,147,230,9794,193,48.48,139,124,104,3196,126,39.45,NA,NA,NA,NA,NA,"Pakistan v Sri Lanka at Dubai (DSC), Oct 26-29, 2011 scorecard",NA,"Colombo Cricket Club v Sinhalese Sports Club at Colombo (Bloomfield), Oct 16, 2005 scorecard",http://www.espncricinfo.com/inline/content/image/751953.html?alt=1,NA
